car_age,km_driven,fuel_encoded,seller_type_encoded,transmission_encoded,owner_encoded,brand_encoded,selling_price,name,year,brand,fuel,seller_type,transmission,owner,price_category,mileage_category,age_category,price_category_encoded,mileage_category_encoded,age_category_encoded,log_price
16,35000,4,1,0,1,3,75000,Chevrolet Spark 1.0 LS,2008,Chevrolet,Petrol,Individual,Manual,Second Owner,Budget,Low,Very Old,0,0,3,11.225243392518447
11,120000,1,1,0,1,3,200000,Chevrolet Sail Hatchback LS ABS,2013,Chevrolet,Diesel,Individual,Manual,Second Owner,Budget,High,Old,0,2,2,12.206072645530174
5,8000,4,1,0,0,25,575000,Tata Tiago NRG Petrol,2019,Tata,Petrol,Individual,Manual,First Owner,Mid-Range,Low,Recent,1,0,1,13.262125319779487
13,40000,1,1,0,1,18,150000,Maruti Ritz VDi,2011,Maruti,Diesel,Individual,Manual,Second Owner,Budget,Low,Old,0,0,2,11.918390573078392
6,10000,1,1,0,0,18,850000,Maruti Vitara Brezza ZDi Plus,2018,Maruti,Diesel,Individual,Manual,First Owner,Premium,Low,Recent,2,0,1,13.652991628466498
5,30000,4,1,0,0,10,350000,Hyundai Santro Era,2019,Hyundai,Petrol,Individual,Manual,First Owner,Mid-Range,Low,Recent,1,0,1,12.765688433465597
13,54000,1,1,0,1,8,550000,Ford Endeavour 2.5L 4X2 MT,2011,Ford,Diesel,Individual,Manual,Second Owner,Mid-Range,Medium,Old,1,1,2,13.217673557208654
7,80577,4,1,0,0,10,330000,Hyundai Verna 1.4 VTVT,2017,Hyundai,Petrol,Individual,Manual,First Owner,Mid-Range,Medium,Recent,1,1,1,12.706847933442663
7,25000,1,1,0,0,9,1044999,Honda City i-DTEC V,2017,Honda,Diesel,Individual,Manual,First Owner,Luxury,Low,Recent,3,0,1,13.85952648644279
13,127500,1,1,0,1,10,300000,Hyundai Verna 1.6 CRDI,2011,Hyundai,Diesel,Individual,Manual,Second Owner,Budget,High,Old,0,2,2,12.611537753638338
9,40903,4,0,0,0,10,235000,Hyundai EON D Lite Plus,2015,Hyundai,Petrol,Dealer,Manual,First Owner,Budget,Low,Old,0,0,2,12.367340793126296
13,60000,4,1,0,2,8,120000,Ford Figo Petrol Titanium,2011,Ford,Petrol,Individual,Manual,Third Owner,Budget,Medium,Old,0,1,2,11.695247021764184
20,46000,4,1,0,0,18,130000,Maruti Wagon R VXI,2004,Maruti,Petrol,Individual,Manual,First Owner,Budget,Low,Very Old,0,0,3,11.77528972943772
20,22288,1,0,0,1,8,275000,Ford Endeavour 4x4 XLT,2004,Ford,Diesel,Dealer,Manual,Second Owner,Budget,Low,Very Old,0,0,3,12.524526376648708
13,180000,1,1,0,1,27,270000,Volkswagen Jetta 2.0 TDI Trendline,2011,Volkswagen,Diesel,Individual,Manual,Second Owner,Budget,High,Old,0,2,2,12.506177237980511
9,30000,1,1,0,1,27,500000,Volkswagen Polo 1.5 TDI Highline,2015,Volkswagen,Diesel,Individual,Manual,Second Owner,Mid-Range,Low,Old,1,0,2,13.122363377404328
9,61690,4,0,0,0,10,400000,Hyundai Grand i10 Sportz,2015,Hyundai,Petrol,Dealer,Manual,First Owner,Mid-Range,Medium,Old,1,1,2,12.89921982609012
9,64484,4,0,0,0,10,600000,Hyundai i20 Asta 1.2,2015,Hyundai,Petrol,Dealer,Manual,First Owner,Mid-Range,Medium,Old,1,1,2,13.304684934198283
12,90000,1,1,1,1,1,1350000,Audi Q5 2.0 TDI,2012,Audi,Diesel,Individual,Automatic,Second Owner,Luxury,Medium,Old,3,1,2,14.115615150414612
11,75976,1,0,0,1,23,400000,Renault Duster 85PS Diesel RxE,2013,Renault,Diesel,Dealer,Manual,Second Owner,Mid-Range,Medium,Old,1,1,2,12.89921982609012
13,70000,1,1,0,1,8,220000,Ford Figo Diesel Titanium,2011,Ford,Diesel,Individual,Manual,Second Owner,Budget,Medium,Old,0,1,2,12.301382825334498
12,85962,4,0,0,1,9,300000,Honda Brio E MT,2012,Honda,Petrol,Dealer,Manual,Second Owner,Budget,Medium,Old,0,1,2,12.611537753638338
6,120000,4,1,0,0,18,250000,Maruti Omni E MPI STD BS IV,2018,Maruti,Petrol,Individual,Manual,First Owner,Budget,High,Recent,0,2,1,12.429216196844383
9,120000,1,1,0,0,9,600000,Honda Mobilio V i DTEC,2015,Honda,Diesel,Individual,Manual,First Owner,Mid-Range,High,Old,1,2,2,13.304684934198283
12,75000,4,1,1,1,9,285000,Honda Brio S Option AT,2012,Honda,Petrol,Individual,Automatic,Second Owner,Budget,Medium,Old,0,1,2,12.560244459250788
15,57035,4,0,0,0,9,350000,Honda Accord 2.4 MT,2009,Honda,Petrol,Dealer,Manual,First Owner,Mid-Range,Medium,Old,1,1,2,12.765688433465597
13,70000,1,1,0,2,17,170000,Mahindra Bolero SLX,2011,Mahindra,Diesel,Individual,Manual,Third Owner,Budget,Medium,Old,0,1,2,12.043553716032399
9,45000,4,1,0,0,8,229999,Ford Figo 1.2P Ambiente MT,2015,Ford,Petrol,Individual,Manual,First Owner,Budget,Low,Old,0,0,2,12.345830240069793
11,72104,1,0,0,1,17,500000,Mahindra XUV500 W6 2WD,2013,Mahindra,Diesel,Dealer,Manual,Second Owner,Mid-Range,Medium,Old,1,1,2,13.122363377404328
13,15000,4,1,0,0,25,75000,Tata Nano Lx,2011,Tata,Petrol,Individual,Manual,First Owner,Budget,Low,Old,0,0,2,11.225243392518447
8,30000,4,1,0,0,10,600000,Hyundai i20 Active 1.2 SX,2016,Hyundai,Petrol,Individual,Manual,First Owner,Mid-Range,Low,Old,1,0,2,13.304684934198283
13,80000,1,1,0,0,25,220000,Tata Indigo LS Dicor,2011,Tata,Diesel,Individual,Manual,First Owner,Budget,Medium,Old,0,1,2,12.301382825334498
15,164000,1,1,0,1,25,150000,Tata Indica Vista Terra 1.4 TDI,2009,Tata,Diesel,Individual,Manual,Second Owner,Budget,High,Old,0,2,2,11.918390573078392
18,124439,4,1,0,1,18,65000,Maruti Alto LX,2006,Maruti,Petrol,Individual,Manual,Second Owner,Budget,High,Very Old,0,2,3,11.082142548877775
18,77000,4,1,0,1,18,120000,Maruti Zen VXI,2006,Maruti,Petrol,Individual,Manual,Second Owner,Budget,Medium,Very Old,0,1,3,11.695247021764184
10,90000,1,1,0,0,18,240000,Maruti Swift Dzire VDI,2014,Maruti,Diesel,Individual,Manual,First Owner,Budget,Medium,Old,0,1,2,12.388394202324129
7,30000,4,1,0,0,23,390000,Renault KWID 1.0 RXT Optional,2017,Renault,Petrol,Individual,Manual,First Owner,Mid-Range,Low,Recent,1,0,1,12.873902018105829
12,50000,4,1,0,0,3,180000,Chevrolet Beat LS,2012,Chevrolet,Petrol,Individual,Manual,First Owner,Budget,Low,Old,0,0,2,12.100712129872347
12,80000,1,1,0,1,18,320000,Maruti Swift VDI,2012,Maruti,Diesel,Individual,Manual,Second Owner,Mid-Range,Medium,Old,1,1,2,12.676076274775909
6,5000,4,1,0,0,18,310000,Maruti Alto 800 LXI,2018,Maruti,Petrol,Individual,Manual,First Owner,Mid-Range,Low,Recent,1,0,1,12.644327576461329
6,24000,4,1,1,0,18,420000,Maruti Wagon R AMT VXI,2018,Maruti,Petrol,Individual,Automatic,First Owner,Mid-Range,Low,Recent,1,0,1,12.948009990259552
5,10000,4,1,0,0,25,550000,Tata Tiago NRG Petrol,2019,Tata,Petrol,Individual,Manual,First Owner,Mid-Range,Low,Recent,1,0,1,13.217673557208654
8,78000,1,1,0,2,18,550000,Maruti Ertiga SHVS VDI,2016,Maruti,Diesel,Individual,Manual,Third Owner,Mid-Range,Medium,Old,1,1,2,13.217673557208654
6,50000,1,1,0,0,17,760000,Mahindra TUV 300 T4 Plus,2018,Mahindra,Diesel,Individual,Manual,First Owner,Premium,Low,Recent,2,0,1,13.541073712262515
23,100000,4,1,0,1,18,43000,Maruti 800 AC BSII,2001,Maruti,Petrol,Individual,Manual,Second Owner,Budget,Medium,Very Old,0,1,3,10.668955394675699
6,20000,4,1,0,0,18,250000,Maruti Omni MPI STD BSIV,2018,Maruti,Petrol,Individual,Manual,First Owner,Budget,Low,Recent,0,0,1,12.429216196844383
5,1250,4,1,0,0,10,500000,Hyundai Santro Magna BSIV,2019,Hyundai,Petrol,Individual,Manual,First Owner,Mid-Range,Low,Recent,1,0,1,13.122363377404328
9,17152,4,1,0,0,25,380000,Tata Zest Revotron 1.2 XT,2015,Tata,Petrol,Individual,Manual,First Owner,Mid-Range,Low,Old,1,0,2,12.84792653170257
5,5000,1,1,1,0,17,1850000,Mahindra XUV500 W11 Option AT AWD,2019,Mahindra,Diesel,Individual,Automatic,First Owner,Luxury,Low,Recent,3,0,1,14.430696197054507
12,77000,1,1,0,0,27,350000,Volkswagen Polo Diesel Trendline 1.2L,2012,Volkswagen,Diesel,Individual,Manual,First Owner,Mid-Range,Medium,Old,1,1,2,12.765688433465597
16,90000,1,1,0,1,10,195000,Hyundai Verna CRDi,2008,Hyundai,Diesel,Individual,Manual,Second Owner,Budget,Medium,Very Old,0,1,3,12.180754837545884
13,80000,4,1,0,1,3,225000,Chevrolet Beat LS,2011,Chevrolet,Petrol,Individual,Manual,Second Owner,Budget,Medium,Old,0,1,2,12.323855681186558
9,65000,1,1,0,0,26,1125000,Toyota Innova 2.5 G (Diesel) 7 Seater,2015,Toyota,Diesel,Individual,Manual,First Owner,Luxury,Medium,Old,3,1,2,13.933293593620657
13,80000,1,1,0,0,25,133000,Tata Indica Vista Quadrajet LX,2011,Tata,Diesel,Individual,Manual,First Owner,Budget,Medium,Old,0,1,2,11.79810440720389
11,24005,4,1,0,0,10,200000,Hyundai EON Era Plus,2013,Hyundai,Petrol,Individual,Manual,First Owner,Budget,Low,Old,0,0,2,12.206072645530174
6,20000,1,1,0,0,18,940000,Maruti Vitara Brezza ZDi Plus,2018,Maruti,Diesel,Individual,Manual,First Owner,Premium,Low,Recent,2,0,1,13.753635154246187
10,120000,1,1,0,0,23,400000,Renault Duster 85PS Diesel RxL,2014,Renault,Diesel,Individual,Manual,First Owner,Mid-Range,High,Old,1,2,2,12.89921982609012
15,120000,4,1,0,1,10,120000,Hyundai i10 Era 1.1,2009,Hyundai,Petrol,Individual,Manual,Second Owner,Budget,High,Old,0,2,2,11.695247021764184
9,80000,1,1,0,0,18,625000,Maruti Swift Dzire ZDI,2015,Maruti,Diesel,Individual,Manual,First Owner,Premium,Medium,Old,2,1,2,13.345506928718539
19,80000,4,1,0,0,18,110000,Maruti Swift 1.3 VXi,2005,Maruti,Petrol,Individual,Manual,First Owner,Budget,Medium,Very Old,0,1,3,11.608235644774552
12,100000,1,1,0,0,23,490000,Renault Duster 110PS Diesel RxZ,2012,Renault,Diesel,Individual,Manual,First Owner,Mid-Range,Medium,Old,1,1,2,13.102160670086809
15,120000,4,1,0,1,18,140000,Maruti Alto LX,2009,Maruti,Petrol,Individual,Manual,Second Owner,Budget,High,Old,0,2,2,11.84939770159144
13,149000,1,1,0,1,8,175000,Ford Figo Diesel ZXI,2011,Ford,Diesel,Individual,Manual,Second Owner,Budget,High,Old,0,2,2,12.072541252905651
19,65000,4,1,0,1,18,90000,Maruti Wagon R LXI BSIII,2005,Maruti,Petrol,Individual,Manual,Second Owner,Budget,Medium,Very Old,0,1,3,11.407564949312402
15,100000,1,1,0,1,18,275000,Maruti Swift Ldi BSIV,2009,Maruti,Diesel,Individual,Manual,Second Owner,Budget,Medium,Old,0,1,2,12.524526376648708
13,65000,1,1,0,1,27,300000,Volkswagen Vento Diesel Highline,2011,Volkswagen,Diesel,Individual,Manual,Second Owner,Budget,Medium,Old,0,1,2,12.611537753638338
6,19000,4,1,0,1,5,270000,Datsun GO Plus T Option BSIV,2018,Datsun,Petrol,Individual,Manual,Second Owner,Budget,Low,Recent,0,0,1,12.506177237980511
14,80000,4,1,0,1,3,130000,Chevrolet Beat LT,2010,Chevrolet,Petrol,Individual,Manual,Second Owner,Budget,Medium,Old,0,1,2,11.77528972943772
9,30000,4,1,0,0,18,275000,Maruti Alto K10 VXI Airbag,2015,Maruti,Petrol,Individual,Manual,First Owner,Budget,Low,Old,0,0,2,12.524526376648708
12,109000,1,1,0,0,18,352000,Maruti Swift VDI,2012,Maruti,Diesel,Individual,Manual,First Owner,Mid-Range,High,Old,1,2,2,12.771386454580234
12,90000,3,1,0,0,10,180000,Hyundai EON LPG Magna Plus,2012,Hyundai,LPG,Individual,Manual,First Owner,Budget,Medium,Old,0,1,2,12.100712129872347
12,90000,4,1,0,0,18,150000,Maruti Alto LX,2012,Maruti,Petrol,Individual,Manual,First Owner,Budget,Medium,Old,0,1,2,11.918390573078392
14,110000,1,1,0,1,18,300000,Maruti Swift Vdi BSIII,2010,Maruti,Diesel,Individual,Manual,Second Owner,Budget,High,Old,0,2,2,12.611537753638338
17,120000,1,1,0,0,17,225000,Mahindra Bolero DI DX 7 Seater,2007,Mahindra,Diesel,Individual,Manual,First Owner,Budget,High,Very Old,0,2,3,12.323855681186558
10,44000,1,1,0,0,9,600000,Honda Mobilio V i DTEC,2014,Honda,Diesel,Individual,Manual,First Owner,Mid-Range,Low,Old,1,0,2,13.304684934198283
9,80000,4,1,0,0,18,500000,Maruti Ertiga BSIV ZXI,2015,Maruti,Petrol,Individual,Manual,First Owner,Mid-Range,Medium,Old,1,1,2,13.122363377404328
6,5000,4,1,0,0,9,900000,Honda BR-V i-VTEC S MT,2018,Honda,Petrol,Individual,Manual,First Owner,Premium,Low,Recent,2,0,1,13.710150042306449
8,61000,4,1,0,0,10,600000,Hyundai i20 Magna 1.2,2016,Hyundai,Petrol,Individual,Manual,First Owner,Mid-Range,Medium,Old,1,1,2,13.304684934198283
13,100000,1,1,0,1,26,450000,Toyota Etios VD,2011,Toyota,Diesel,Individual,Manual,Second Owner,Mid-Range,Medium,Old,1,1,2,13.017002861746503
15,27633,4,1,0,0,10,270000,Hyundai i10 Era 1.1,2009,Hyundai,Petrol,Individual,Manual,First Owner,Budget,Low,Old,0,0,2,12.506177237980511
14,100000,1,1,0,2,18,310000,Maruti Swift Vdi BSIII,2010,Maruti,Diesel,Individual,Manual,Third Owner,Mid-Range,Medium,Old,1,1,2,12.644327576461329
12,100000,3,1,0,0,10,250000,Hyundai Santro Xing GLS Audio LPG,2012,Hyundai,LPG,Individual,Manual,First Owner,Budget,Medium,Old,0,1,2,12.429216196844383
5,12586,4,0,0,0,8,700000,Ford Figo 1.2P Titanium MT,2019,Ford,Petrol,Dealer,Manual,First Owner,Premium,Low,Recent,2,0,1,13.458835614025542
6,38083,1,0,0,0,6,650000,Fiat Avventura Urban Cross 1.3 Multijet Emotion,2018,Fiat,Diesel,Dealer,Manual,First Owner,Premium,Low,Recent,2,0,1,13.38472764187182
12,55328,1,0,0,0,8,400000,Ford Figo Diesel ZXI,2012,Ford,Diesel,Dealer,Manual,First Owner,Mid-Range,Medium,Old,1,1,2,12.89921982609012
12,81632,1,0,0,0,8,425000,Ford Figo Diesel Titanium,2012,Ford,Diesel,Dealer,Manual,First Owner,Mid-Range,Medium,Old,1,1,2,12.959844447906553
8,155201,1,0,0,0,8,600000,Ford Aspire Titanium Diesel BSIV,2016,Ford,Diesel,Dealer,Manual,First Owner,Mid-Range,High,Old,1,2,2,13.304684934198283
11,93283,1,0,0,0,8,600000,Ford EcoSport 1.5 TDCi Titanium BSIV,2013,Ford,Diesel,Dealer,Manual,First Owner,Mid-Range,Medium,Old,1,1,2,13.304684934198283
15,217871,1,0,0,0,18,300000,Maruti Swift Ldi BSIII,2009,Maruti,Diesel,Dealer,Manual,First Owner,Budget,Very High,Old,0,3,2,12.611537753638338
12,90165,1,0,0,0,8,450000,Ford Fiesta Classic 1.4 Duratorq CLXI,2012,Ford,Diesel,Dealer,Manual,First Owner,Mid-Range,Medium,Old,1,1,2,13.017002861746503
10,101504,1,0,0,0,8,750000,Ford Ecosport 1.5 DV5 MT Titanium,2014,Ford,Diesel,Dealer,Manual,First Owner,Premium,High,Old,2,2,2,13.527828485512494
14,86017,1,0,0,1,8,325000,Ford Figo Titanium Diesel BSIV,2010,Ford,Diesel,Dealer,Manual,Second Owner,Mid-Range,Medium,Old,1,1,2,12.691580461311874
11,85036,1,0,0,1,17,900000,Mahindra XUV500 W8 2WD,2013,Mahindra,Diesel,Dealer,Manual,Second Owner,Premium,Medium,Old,2,1,2,13.710150042306449
18,91086,4,0,0,1,8,180000,Ford Ikon 1.3L Rocam Flair,2006,Ford,Petrol,Dealer,Manual,Second Owner,Budget,Medium,Very Old,0,1,3,12.100712129872347
11,160254,1,0,0,1,6,350000,Fiat Punto 1.3 Emotion,2013,Fiat,Diesel,Dealer,Manual,Second Owner,Mid-Range,High,Old,1,2,2,12.765688433465597
11,125531,1,0,0,1,8,600000,Ford EcoSport 1.5 TDCi Titanium BSIV,2013,Ford,Diesel,Dealer,Manual,Second Owner,Mid-Range,High,Old,1,2,2,13.304684934198283
5,60000,1,1,0,0,9,900000,Honda WR-V i-DTEC V,2019,Honda,Diesel,Individual,Manual,First Owner,Premium,Medium,Recent,2,1,1,13.710150042306449
18,100000,1,1,0,0,24,350000,Skoda Laura L n K 1.9 PD,2006,Skoda,Diesel,Individual,Manual,First Owner,Mid-Range,Medium,Very Old,1,1,3,12.765688433465597
11,90000,1,1,0,2,18,280000,Maruti Ritz LDi,2013,Maruti,Diesel,Individual,Manual,Third Owner,Budget,Medium,Old,0,1,2,12.542544882151386
15,120000,1,1,0,1,17,225000,Mahindra Xylo D2,2009,Mahindra,Diesel,Individual,Manual,Second Owner,Budget,High,Old,0,2,2,12.323855681186558
10,82000,1,1,0,0,9,520000,Honda City i DTEC S,2014,Honda,Diesel,Individual,Manual,First Owner,Mid-Range,Medium,Old,1,1,2,13.16158409055761
8,60000,1,1,0,0,17,509999,Mahindra Scorpio 1.99 S4,2016,Mahindra,Diesel,Individual,Manual,First Owner,Mid-Range,Medium,Old,1,1,2,13.142164043914272
5,24000,4,1,0,0,18,556000,Maruti Baleno Alpha 1.2,2019,Maruti,Petrol,Individual,Manual,First Owner,Mid-Range,Low,Recent,1,0,1,13.228523573232719
10,120000,1,1,0,0,25,225000,Tata Indigo Grand Dicor,2014,Tata,Diesel,Individual,Manual,First Owner,Budget,High,Old,0,2,2,12.323855681186558
11,65000,1,0,0,0,9,325000,Honda Amaze EX i-Dtech,2013,Honda,Diesel,Dealer,Manual,First Owner,Mid-Range,Medium,Old,1,1,2,12.691580461311874
11,65000,1,0,0,0,18,365000,Maruti Swift VDI,2013,Maruti,Diesel,Dealer,Manual,First Owner,Mid-Range,Medium,Old,1,1,2,12.80765263256463
9,84000,1,0,0,0,10,850000,Hyundai Creta 1.6 CRDi SX Plus,2015,Hyundai,Diesel,Dealer,Manual,First Owner,Premium,Medium,Old,2,1,2,13.652991628466498
11,75000,1,0,0,0,26,350000,Toyota Etios GD SP,2013,Toyota,Diesel,Dealer,Manual,First Owner,Mid-Range,Medium,Old,1,1,2,12.765688433465597
17,50000,1,0,0,0,18,225000,Maruti Swift VDI,2007,Maruti,Diesel,Dealer,Manual,First Owner,Budget,Low,Very Old,0,0,3,12.323855681186558
13,50000,4,1,0,0,18,135000,Maruti Alto LX,2011,Maruti,Petrol,Individual,Manual,First Owner,Budget,Low,Old,0,0,2,11.813030057420567
17,49000,4,0,0,0,18,140000,Maruti Wagon R LXI Minor,2007,Maruti,Petrol,Dealer,Manual,First Owner,Budget,Low,Very Old,0,0,3,11.84939770159144
8,560000,1,0,0,0,18,665000,Maruti SX4 S Cross DDiS 320 Delta,2016,Maruti,Diesel,Dealer,Manual,First Owner,Premium,Very High,Old,2,3,2,13.407542319637992
9,14365,4,0,0,0,23,275000,Renault KWID RXT,2015,Renault,Petrol,Dealer,Manual,First Owner,Budget,Low,Old,0,0,2,12.524526376648708
7,41000,1,1,1,0,26,2750000,Toyota Fortuner 2.8 4WD AT BSIV,2017,Toyota,Diesel,Individual,Automatic,First Owner,Luxury,Low,Recent,3,0,1,14.827111469642754
11,65000,1,0,0,0,10,484999,Hyundai Verna 1.6 SX,2013,Hyundai,Diesel,Dealer,Manual,First Owner,Mid-Range,Medium,Old,1,1,2,13.091902108061824
9,65000,1,0,0,0,18,565000,Maruti Ciaz VDi Option SHVS,2015,Maruti,Diesel,Dealer,Manual,First Owner,Mid-Range,Medium,Old,1,1,2,13.244581010128577
11,61083,1,0,0,0,18,425000,Maruti Swift Dzire VDI,2013,Maruti,Diesel,Dealer,Manual,First Owner,Mid-Range,Medium,Old,1,1,2,12.959844447906553
11,75000,1,1,0,0,26,925000,Toyota Innova 2.5 VX (Diesel) 8 Seater,2013,Toyota,Diesel,Individual,Manual,First Owner,Premium,Medium,Old,2,1,2,13.737549016494562
12,72000,1,0,0,0,17,565000,Mahindra Scorpio VLX 2WD AIRBAG SE BSIV,2012,Mahindra,Diesel,Dealer,Manual,First Owner,Mid-Range,Medium,Old,1,1,2,13.244581010128577
10,65000,1,0,0,0,23,525000,Renault Duster 110PS Diesel RxL,2014,Renault,Diesel,Dealer,Manual,First Owner,Mid-Range,Medium,Old,1,1,2,13.17115354157376
7,55000,1,0,0,0,10,1650000,Hyundai Tucson 2.0 e-VGT 2WD MT,2017,Hyundai,Diesel,Dealer,Manual,First Owner,Luxury,Medium,Recent,3,1,1,14.316285845876763
9,21000,4,0,0,1,10,295000,Hyundai EON Era Plus,2015,Hyundai,Petrol,Dealer,Manual,Second Owner,Budget,Low,Old,0,0,2,12.594730635321957
12,66363,4,0,1,1,12,2050000,Jaguar XF 5.0 Litre V8 Petrol,2012,Jaguar,Petrol,Dealer,Automatic,Second Owner,Luxury,Medium,Old,3,1,2,14.53335035111459
6,11700,4,0,1,0,10,1475000,Hyundai Creta 1.6 VTVT AT SX Plus,2018,Hyundai,Petrol,Dealer,Automatic,First Owner,Luxury,Low,Recent,3,0,1,14.204168547756057
7,10000,4,1,1,0,10,1100000,Hyundai Verna VTVT 1.6 AT SX Option,2017,Hyundai,Petrol,Individual,Automatic,First Owner,Luxury,Low,Recent,3,0,1,13.9108207377686
10,100000,1,1,1,1,19,4400000,Mercedes-Benz GL-Class 350 CDI Blue Efficiency,2014,Mercedes-Benz,Diesel,Individual,Automatic,Second Owner,Luxury,Medium,Old,3,1,2,15.29711509888849
8,7104,4,2,0,0,18,670000,Maruti Swift ZXI BSIV,2016,Maruti,Petrol,Trustmark Dealer,Manual,First Owner,Premium,Low,Old,2,0,2,13.415032991367148
9,45974,1,2,0,0,18,750000,Maruti S-Cross Zeta DDiS 200 SH,2015,Maruti,Diesel,Trustmark Dealer,Manual,First Owner,Premium,Low,Old,2,0,2,13.527828485512494
9,55340,4,2,0,0,10,760000,Hyundai Verna 1.6 VTVT SX,2015,Hyundai,Petrol,Trustmark Dealer,Manual,First Owner,Premium,Medium,Old,2,1,2,13.541073712262515
7,20000,4,0,1,1,27,850000,Volkswagen Polo GTI,2017,Volkswagen,Petrol,Dealer,Automatic,Second Owner,Premium,Low,Recent,2,0,1,13.652991628466498
9,61585,1,2,0,0,23,390000,Renault Pulse RxL,2015,Renault,Diesel,Trustmark Dealer,Manual,First Owner,Mid-Range,Medium,Old,1,1,2,12.873902018105829
8,39415,4,2,1,1,18,450000,Maruti Celerio VXI AMT BSIV,2016,Maruti,Petrol,Trustmark Dealer,Automatic,Second Owner,Mid-Range,Low,Old,1,0,2,13.017002861746503
10,29654,4,2,0,0,9,425000,Honda Brio V MT,2014,Honda,Petrol,Trustmark Dealer,Manual,First Owner,Mid-Range,Low,Old,1,0,2,12.959844447906553
8,64672,1,2,0,0,18,770000,Maruti Baleno Alpha 1.3,2016,Maruti,Diesel,Trustmark Dealer,Manual,First Owner,Premium,Medium,Old,2,1,2,13.554145793829866
9,54634,1,2,1,1,10,1150000,Hyundai Creta 1.6 SX Automatic Diesel,2015,Hyundai,Diesel,Trustmark Dealer,Automatic,Second Owner,Luxury,Medium,Old,3,1,2,13.955272500339433
9,66521,4,2,0,0,9,775000,Honda City i VTEC V,2015,Honda,Petrol,Trustmark Dealer,Manual,First Owner,Premium,Medium,Old,2,1,2,13.560618308335483
6,23974,1,0,1,1,26,1725000,Toyota Innova Crysta 2.4 GX AT,2018,Toyota,Diesel,Dealer,Automatic,Second Owner,Luxury,Low,Recent,3,0,1,14.360737608447597
8,43000,1,0,1,0,2,2150000,BMW 3 Series 320d Luxury Line,2016,BMW,Diesel,Dealer,Automatic,First Owner,Luxury,Low,Old,3,0,2,14.580978400103845
11,1000,1,0,0,1,23,450000,Renault Duster 85PS Diesel RxL,2013,Renault,Diesel,Dealer,Manual,Second Owner,Mid-Range,Low,Old,1,0,2,13.017002861746503
6,10000,1,0,1,0,19,3800000,Mercedes-Benz C-Class Progressive C 220d,2018,Mercedes-Benz,Diesel,Dealer,Automatic,First Owner,Luxury,Low,Recent,3,0,1,15.150511624696614
11,86000,1,0,1,0,1,1580000,Audi A4 3.0 TDI Quattro,2013,Audi,Diesel,Dealer,Automatic,First Owner,Luxury,Medium,Old,3,1,2,14.27293540500315
5,30000,1,0,1,0,2,4950000,BMW X5 xDrive 30d xLine,2019,BMW,Diesel,Dealer,Automatic,First Owner,Luxury,Low,Recent,3,0,1,15.414898134544874
8,52600,1,1,0,0,10,535000,Hyundai Creta 1.6 CRDi SX,2016,Hyundai,Diesel,Individual,Manual,First Owner,Mid-Range,Medium,Old,1,1,2,13.190022025878143
12,110000,4,1,0,1,18,225000,Maruti SX4 Vxi BSIV,2012,Maruti,Petrol,Individual,Manual,Second Owner,Budget,High,Old,0,2,2,12.323855681186558
7,19890,4,0,1,0,10,550000,Hyundai Grand i10 1.2 Kappa Magna AT,2017,Hyundai,Petrol,Dealer,Automatic,First Owner,Mid-Range,Low,Recent,1,0,1,13.217673557208654
9,11918,4,2,0,0,18,625000,Maruti Ertiga VXI,2015,Maruti,Petrol,Trustmark Dealer,Manual,First Owner,Premium,Low,Old,2,0,2,13.345506928718539
7,10510,4,0,1,0,10,520000,Hyundai Grand i10 Magna AT,2017,Hyundai,Petrol,Dealer,Automatic,First Owner,Mid-Range,Low,Recent,1,0,1,13.16158409055761
8,41000,4,0,0,0,3,239000,Chevrolet Beat LT Option,2016,Chevrolet,Petrol,Dealer,Manual,First Owner,Budget,Low,Old,0,0,2,12.384218830913648
7,47162,1,2,1,0,26,2600000,Toyota Fortuner 4x2 AT,2017,Toyota,Diesel,Trustmark Dealer,Automatic,First Owner,Luxury,Low,Recent,3,0,1,14.77102200299171
12,49824,4,0,0,0,10,229999,Hyundai i10 Magna,2012,Hyundai,Petrol,Dealer,Manual,First Owner,Budget,Low,Old,0,0,2,12.345830240069793
11,58500,1,0,1,0,1,1300000,Audi A6 2.0 TDI Premium Plus,2013,Audi,Diesel,Dealer,Automatic,First Owner,Luxury,Medium,Old,3,1,2,14.077874822431765
19,56580,4,0,0,0,10,80000,Hyundai Santro GS,2005,Hyundai,Petrol,Dealer,Manual,First Owner,Budget,Medium,Very Old,0,1,3,11.289781913656018
12,52000,1,0,0,0,24,385000,Skoda Laura Ambiente 2.0 TDI CR MT,2012,Skoda,Diesel,Dealer,Manual,First Owner,Mid-Range,Medium,Old,1,1,2,12.86099861326992
7,46507,1,2,0,0,18,600000,Maruti Swift Dzire VDI,2017,Maruti,Diesel,Trustmark Dealer,Manual,First Owner,Mid-Range,Low,Recent,1,0,1,13.304684934198283
11,50000,4,1,0,1,10,350000,Hyundai i20 Sportz 1.2,2013,Hyundai,Petrol,Individual,Manual,Second Owner,Mid-Range,Low,Old,1,0,2,12.765688433465597
10,30000,4,1,0,0,18,114999,Maruti Alto 800 LXI,2014,Maruti,Petrol,Individual,Manual,First Owner,Budget,Low,Old,0,0,2,11.652678711655406
