car_age,km_driven,fuel_encoded,seller_type_encoded,transmission_encoded,owner_encoded,brand_encoded,selling_price,log_price
8,64672,1,2,0,0,18,770000,13.554145793829866
9,54634,1,2,1,1,10,1150000,13.955272500339433
9,66521,4,2,0,0,9,775000,13.560618308335483
6,23974,1,0,1,1,26,1725000,14.360737608447597
8,43000,1,0,1,0,2,2150000,14.580978400103845
11,1000,1,0,0,1,23,450000,13.017002861746503
6,10000,1,0,1,0,19,3800000,15.150511624696614
11,86000,1,0,1,0,1,1580000,14.27293540500315
5,30000,1,0,1,0,2,4950000,15.414898134544874
8,52600,1,1,0,0,10,535000,13.190022025878143
12,110000,4,1,0,1,18,225000,12.323855681186558
7,19890,4,0,1,0,10,550000,13.217673557208654
9,11918,4,2,0,0,18,625000,13.345506928718539
7,10510,4,0,1,0,10,520000,13.16158409055761
8,41000,4,0,0,0,3,239000,12.384218830913648
7,47162,1,2,1,0,26,2600000,14.77102200299171
12,49824,4,0,0,0,10,229999,12.345830240069793
11,58500,1,0,1,0,1,1300000,14.077874822431765
19,56580,4,0,0,0,10,80000,11.289781913656018
12,52000,1,0,0,0,24,385000,12.86099861326992
7,46507,1,2,0,0,18,600000,13.304684934198283
11,50000,4,1,0,1,10,350000,12.765688433465597
10,30000,4,1,0,0,18,114999,11.652678711655406
11,50000,4,1,0,1,10,380000,12.84792653170257
29,100000,4,1,0,1,18,95000,11.461632170582678
8,35000,1,1,0,0,17,900000,13.710150042306449
12,90000,4,1,0,1,3,200999,12.211055211904458
10,11451,4,1,0,0,18,229999,12.345830240069793
5,60000,1,1,0,0,25,800000,13.592367006650065
12,172000,1,1,0,1,17,150000,11.918390573078392
6,60000,1,1,0,0,18,600000,13.304684934198283
19,150000,1,1,0,0,3,150000,11.918390573078392
15,66000,1,1,0,0,3,150000,11.918390573078392
5,5000,4,1,0,0,18,380000,12.84792653170257
18,66508,4,1,0,1,18,80000,11.289781913656018
17,55000,4,1,0,1,9,225000,12.323855681186558
12,29900,4,1,0,0,25,75000,11.225243392518447
7,3000,1,1,0,0,25,1600000,14.28551418721001
12,85000,1,1,0,0,25,185000,12.128111104060462
13,50000,1,1,0,0,17,425000,12.959844447906553
14,120000,1,1,0,1,25,100000,11.512925464970229
16,90000,4,1,0,2,18,140000,11.84939770159144
7,8000,4,1,1,0,18,710000,13.473020249017498
9,7900,4,1,1,0,9,450000,13.017002861746503
7,50000,4,1,0,0,5,210000,12.254862809699606
8,25000,4,1,0,0,18,270000,12.506177237980511
15,20000,4,1,0,0,18,110000,11.608235644774552
6,17500,4,1,0,0,18,540000,13.199324418540456
16,25000,4,1,0,0,17,145000,11.884489021402711
11,206500,1,1,0,0,25,360000,12.793859310432293
11,88600,3,1,0,0,10,250000,12.429216196844383
12,80000,1,1,0,0,25,110000,11.608235644774552
16,100000,1,1,0,3,3,250000,12.429216196844383
13,186000,1,1,0,1,8,150000,11.918390573078392
14,60000,4,1,0,0,3,140000,11.84939770159144
5,11000,4,1,0,0,18,925000,13.737549016494562
7,30000,1,1,0,0,25,969999,13.7850503195512
17,80000,0,1,0,2,10,90000,11.407564949312402
23,60000,4,1,0,2,10,55000,10.915088464214607
17,100000,1,1,0,3,10,155000,11.951180395901384
5,15000,1,1,0,0,17,900000,13.710150042306449
13,90000,4,1,0,0,18,135000,11.813030057420567
12,120000,4,1,0,0,18,180000,12.100712129872347
11,100000,1,1,0,1,10,495000,13.112313041550827
15,138000,1,1,0,2,26,400000,12.89921982609012
16,110000,1,1,0,1,10,250000,12.429216196844383
9,120000,4,1,0,3,18,138000,11.835008964139341
13,70000,4,1,1,1,9,311000,12.647548191161372
9,70000,4,1,0,0,18,190000,12.154779351142624
13,140000,1,1,0,0,17,311000,12.647548191161372
15,15000,4,1,0,0,18,300000,12.611537753638338
6,20000,4,1,0,0,9,600000,13.304684934198283
15,100000,1,1,0,0,17,550000,13.217673557208654
9,70000,4,1,1,0,24,600000,13.304684934198283
6,5000,4,1,0,0,18,195000,12.180754837545884
11,27974,4,1,0,0,25,58000,10.968198289528557
6,40000,4,1,0,0,18,183000,12.117241431823558
17,80000,4,1,0,0,18,95000,11.461632170582678
11,38000,4,1,0,0,18,250000,12.429216196844383
10,35000,4,1,0,0,25,400000,12.89921982609012
12,60000,1,1,0,1,10,409999,12.923909999653127
20,120000,1,1,0,1,24,120000,11.695247021764184
6,18000,4,1,1,0,18,600000,13.304684934198283
8,10000,4,1,0,0,9,600000,13.304684934198283
9,90000,1,1,0,2,17,825000,13.623138665316818
8,80000,1,1,0,1,26,625000,13.345506928718539
4,1400,1,1,0,0,10,700000,13.458835614025542
13,60000,4,1,0,0,3,160000,11.982929094215963
13,60000,4,1,0,2,18,114999,11.652678711655406
15,53000,4,1,0,0,18,150000,11.918390573078392
14,100000,1,0,0,0,27,250000,12.429216196844383
12,86000,1,0,0,1,10,390000,12.873902018105829
9,100000,1,1,0,0,23,650000,13.38472764187182
8,30000,1,1,0,0,10,600000,13.304684934198283
13,120000,4,1,0,0,10,250000,12.429216196844383
13,60000,3,1,0,1,10,229999,12.345830240069793
8,50000,1,1,0,1,18,299000,12.608198852372823
14,124000,1,1,0,1,3,330000,12.706847933442663
12,100000,4,1,0,2,10,180000,12.100712129872347
7,42000,4,1,0,0,10,475000,13.071070083016778
9,100000,1,1,0,0,10,325000,12.691580461311874
8,28205,4,0,0,0,9,639000,13.367659733359671
7,32670,4,0,1,0,18,415000,12.936033799212835
8,30093,1,0,1,0,10,1199000,13.996998434009651
11,56228,0,0,0,0,18,525000,13.17115354157376
11,59319,4,0,0,0,10,425000,12.959844447906553
8,39503,1,0,0,0,18,699000,13.457406021215947
11,35299,4,0,0,0,10,325000,12.691580461311874
13,51687,4,0,0,0,26,275000,12.524526376648708
13,76259,4,0,1,0,27,269000,12.502466658583977
11,44049,1,0,0,0,27,399000,12.896716695872
7,45087,1,0,0,0,17,475000,13.071070083016778
13,41125,4,0,0,0,26,249000,12.425208175446844
10,42215,1,0,1,0,1,1549000,14.253120119399005
13,54206,4,0,0,0,27,254999,12.449014902564246
12,52547,4,0,0,0,24,269000,12.502466658583977
10,59110,1,0,0,0,18,665000,13.407542319637992
10,54565,4,0,0,0,18,299000,12.608198852372823
14,47564,4,0,0,1,10,265000,12.487485104968359
14,45143,4,0,0,1,27,211000,12.259613412458204
11,61624,4,0,1,1,24,599000,13.303016877097587
17,195000,1,1,0,2,25,55000,10.915088464214607
10,50000,1,1,0,0,10,550000,13.217673557208654
6,68000,1,1,1,0,15,4000000,15.201804919084164
14,120000,1,1,0,1,25,220000,12.301382825334498
5,20000,4,1,0,0,18,500000,13.122363377404328
14,30000,4,1,0,0,18,140000,11.84939770159144
11,60000,1,1,0,0,18,325000,12.691580461311874
14,90000,4,1,0,2,10,210000,12.254862809699606
16,90000,4,1,0,1,18,110000,11.608235644774552
5,25000,1,1,0,0,10,1200000,13.997832114758229
7,40000,4,1,0,0,18,229999,12.345830240069793
18,132000,4,1,0,0,18,165000,12.013700752882718
6,10980,4,0,1,0,25,525000,13.17115354157376
6,20629,4,0,0,0,10,325000,12.691580461311874
6,50000,1,1,0,0,26,1500000,14.22097566607244
9,30000,4,1,1,0,10,400000,12.89921982609012
9,69782,4,0,0,0,18,550000,13.217673557208654
21,54000,4,1,0,0,18,98000,11.49272275765271
11,63654,1,0,0,0,17,900000,13.710150042306449
7,60000,1,1,0,0,23,700000,13.458835614025542
9,52000,1,0,0,0,17,890000,13.698976741708323
9,59385,1,0,0,0,18,490000,13.102160670086809
9,70378,4,0,0,0,10,525000,13.17115354157376
11,55425,4,0,0,0,18,330000,12.706847933442663
11,78413,1,0,0,1,17,550000,13.217673557208654
6,40890,1,0,0,0,17,790000,13.579788224443204
9,34823,4,0,0,1,9,350000,12.765688433465597
7,75000,1,1,1,0,26,1700000,14.346138809026444
7,55545,1,0,0,0,18,750000,13.527828485512494
10,56541,1,0,0,0,9,409999,12.923909999653127
8,43700,4,1,0,0,10,220000,12.301382825334498
15,120000,4,1,0,1,25,68000,11.127262984158243
7,20000,4,1,0,0,10,290000,12.577636201962656
10,27483,1,0,0,0,9,600000,13.304684934198283
5,8000,4,1,0,0,18,470000,13.060487973686241
16,30000,4,1,0,0,10,150000,11.918390573078392
10,56207,4,0,0,1,18,180000,12.100712129872347
18,70000,4,1,0,0,18,80000,11.289781913656018
6,1440,4,1,0,0,9,875000,13.681979165339751
5,50000,4,1,0,0,18,300000,12.611537753638338
7,20000,1,1,1,0,26,2800000,14.845129975145433
7,91195,1,0,0,0,26,1330000,14.100689500197937
13,63657,1,0,0,0,27,220000,12.301382825334498
11,60000,1,1,0,0,17,250000,12.429216196844383
8,75000,1,0,0,0,26,919999,13.732127862068111
11,97248,4,0,0,0,27,380000,12.84792653170257
12,46000,1,1,0,0,18,450000,13.017002861746503
8,10000,4,1,1,0,10,770000,13.554145793829866
6,80000,1,1,0,0,18,550000,13.217673557208654
13,100000,1,1,0,1,25,320000,12.676076274775909
11,35000,4,1,0,0,18,400000,12.89921982609012
7,50000,4,1,1,0,18,450000,13.017002861746503
13,90000,1,1,0,2,18,220000,12.301382825334498
12,150000,1,1,0,1,17,400000,12.89921982609012
11,89000,4,1,0,1,10,530000,13.180632285528304
10,60000,1,1,0,1,18,390000,12.873902018105829
12,100000,1,1,0,1,6,185000,12.128111104060462
12,100000,4,1,0,1,18,300000,12.611537753638338
10,90000,1,1,0,1,18,575000,13.262125319779487
10,75000,4,1,0,0,18,300000,12.611537753638338
7,36000,1,0,0,0,26,425000,12.959844447906553
8,12000,4,1,0,0,10,350000,12.765688433465597
7,12997,1,0,0,0,9,550000,13.217673557208654
7,40000,4,1,1,0,18,500000,13.122363377404328
9,60000,1,1,0,0,17,600000,13.304684934198283
11,25000,1,1,0,1,17,300000,12.611537753638338
6,26430,1,0,0,0,10,1150000,13.955272500339433
9,24600,4,0,0,0,18,475000,13.071070083016778
13,28481,4,0,0,0,18,260000,12.468436909997665
11,100000,4,1,0,0,8,350000,12.765688433465597
11,41988,1,0,0,0,17,750000,13.527828485512494
15,30375,4,0,0,0,18,180000,12.100712129872347
7,7658,4,0,1,0,23,350000,12.765688433465597
7,34400,1,0,0,0,18,611000,13.322852238153732
7,18500,4,0,0,0,23,325000,12.691580461311874
12,48000,4,0,0,0,10,225000,12.323855681186558
10,28942,4,0,1,0,18,300000,12.611537753638338
7,50000,1,1,0,1,17,400000,12.89921982609012
12,53600,1,0,0,0,17,711000,13.474427708785377
9,53652,1,0,0,0,26,851000,13.65416740755551
10,25000,4,1,0,0,18,500000,13.122363377404328
17,80000,1,1,0,1,26,250000,12.429216196844383
7,50000,4,1,0,0,18,150000,11.918390573078392
8,15000,1,1,0,1,17,610000,13.321214236149494
6,5000,4,1,0,0,17,450000,13.017002861746503
7,106000,1,1,0,0,10,744000,13.51979631381523
16,100000,4,1,0,2,3,120000,11.695247021764184
8,60000,4,1,0,2,23,220000,12.301382825334498
12,120000,1,1,0,3,18,480000,13.081541382884074
7,82000,4,1,1,0,18,370000,12.821258284620408
21,35000,1,1,0,1,6,55000,10.915088464214607
11,205000,4,1,0,0,10,125000,11.736069016284437
13,125000,1,1,0,2,10,260000,12.468436909997665
9,130000,1,1,0,0,6,350000,12.765688433465597
12,97000,0,1,0,1,18,170000,12.043553716032399
9,90000,4,1,0,1,10,350000,12.765688433465597
15,60000,4,1,0,2,18,250000,12.429216196844383
11,60000,1,1,0,0,25,170000,12.043553716032399
6,35000,1,1,0,0,17,1300000,14.077874822431765
5,25000,4,1,0,0,10,550000,13.217673557208654
7,15000,4,1,0,0,9,400000,12.89921982609012
13,20000,4,1,0,0,25,120000,11.695247021764184
14,70000,4,1,0,0,8,275000,12.524526376648708
8,90000,4,1,0,0,25,285000,12.560244459250788
8,80000,1,1,0,0,10,900000,13.710150042306449
10,79500,1,1,1,1,19,2500000,14.73180128983843
11,70000,1,1,0,1,10,620000,13.337474757021274
6,5000,1,1,0,0,26,1700000,14.346138809026444
6,15000,4,1,0,0,8,650000,13.38472764187182
10,35000,4,1,0,0,18,500000,13.122363377404328
15,120000,1,1,0,1,25,250000,12.429216196844383
6,15000,1,1,0,1,17,950000,13.764217263576723
9,60000,4,1,0,0,26,320000,12.676076274775909
11,120000,1,1,0,0,23,450000,13.017002861746503
8,90000,1,1,0,0,17,350000,12.765688433465597
9,90000,4,1,0,0,18,400000,12.89921982609012
15,72000,1,1,0,1,10,250000,12.429216196844383
13,197000,4,1,0,1,26,550000,13.217673557208654
25,70000,4,1,0,1,18,85000,11.350406535472453
23,50000,4,1,0,2,10,52000,10.858998997563564
7,50000,1,1,1,0,25,1200000,13.997832114758229
13,60000,4,1,1,2,10,450000,13.017002861746503
6,40000,4,1,0,0,18,615000,13.329377546788654
12,60000,1,1,0,1,18,400000,12.89921982609012
11,40000,4,1,0,0,25,60000,11.002099841204238
7,9161,4,1,0,0,18,500000,13.122363377404328
9,45000,4,1,0,0,9,600000,13.304684934198283
14,110000,4,1,0,0,10,110000,11.608235644774552
11,80000,4,1,0,0,10,175000,12.072541252905651
13,100000,1,1,0,1,8,325000,12.691580461311874
7,90000,1,1,0,0,18,425000,12.959844447906553
15,70000,0,1,0,2,10,160000,11.982929094215963
17,80000,4,1,0,2,18,100000,11.512925464970229
10,110000,1,1,0,1,18,390000,12.873902018105829
7,50000,4,1,0,0,10,400000,12.89921982609012
6,5000,4,1,0,0,25,509999,13.142164043914272
16,90000,4,1,0,2,10,150000,11.918390573078392
15,120000,4,1,0,0,10,110000,11.608235644774552
11,80000,1,1,0,0,21,450000,13.017002861746503
7,38000,4,1,0,1,10,400000,12.89921982609012
15,120000,4,1,0,0,10,140000,11.84939770159144
13,90000,1,1,0,0,25,130000,11.77528972943772
7,50000,4,1,0,0,18,160000,11.982929094215963
8,60000,4,1,0,0,18,150000,11.918390573078392
11,100000,1,1,0,1,17,500000,13.122363377404328
13,19000,4,1,0,0,25,40000,10.596634733096073
18,200000,1,1,0,2,3,140000,11.84939770159144
9,70000,1,1,0,1,17,227000,12.332705296463539
13,50000,1,1,0,1,18,285000,12.560244459250788
12,19077,4,1,0,1,18,155000,11.951180395901384
8,30000,4,1,0,0,10,210000,12.254862809699606
15,80000,4,1,0,1,18,140000,11.84939770159144
9,128000,1,1,0,0,26,940000,13.753635154246187
11,80000,1,1,0,0,21,750000,13.527828485512494
8,100000,1,1,0,0,18,610000,13.321214236149494
9,50000,1,1,0,0,21,450000,13.017002861746503
12,56000,1,1,0,0,26,409999,12.923909999653127
6,21302,4,1,0,0,10,100000,11.512925464970229
6,10500,4,1,0,0,23,300000,12.611537753638338
11,107000,1,1,0,0,17,400000,12.89921982609012
14,60000,4,1,0,1,10,210000,12.254862809699606
18,120000,4,1,0,1,10,90000,11.407564949312402
14,70000,4,1,0,0,18,222000,12.310432660854417
9,50000,4,1,0,1,18,240000,12.388394202324129
11,70000,1,1,0,1,26,450000,13.017002861746503
12,55300,1,0,1,0,27,735000,13.507625778194974
12,74300,1,0,0,0,25,285000,12.560244459250788
14,48781,4,0,0,0,9,350000,12.765688433465597
14,87620,1,0,1,0,27,290000,12.577636201962656
7,40219,1,0,1,0,27,890000,13.698976741708323
13,11473,4,0,0,0,9,385000,12.86099861326992
7,8352,4,0,0,0,18,425000,12.959844447906553
7,9745,4,0,1,0,18,525000,13.17115354157376
7,9748,4,0,0,0,10,550000,13.217673557208654
12,49000,4,0,0,0,27,271000,12.509874099861838
6,20694,1,0,0,0,10,1490000,14.214286677921642
9,31080,4,0,0,0,10,490000,13.102160670086809
10,37605,4,0,0,0,10,260000,12.468436909997665
10,55850,1,0,0,0,10,455000,13.028052697933088
14,58850,4,0,0,0,25,75000,11.225243392518447
9,23839,4,0,0,0,26,421000,12.950388112664518
8,54000,1,0,0,0,18,550000,13.217673557208654
11,38000,4,0,1,0,10,330000,12.706847933442663
12,45454,1,0,0,0,27,390000,12.873902018105829
9,46957,1,0,1,0,24,599000,13.303016877097587
17,60000,4,1,0,3,10,110000,11.608235644774552
8,25000,4,1,0,0,23,250000,12.429216196844383
12,110000,1,1,0,3,17,600000,13.304684934198283
16,190000,1,1,0,1,8,280000,12.542544882151386
6,25000,1,1,1,0,1,2700000,14.808762330974558
16,90000,4,1,0,0,17,80000,11.289781913656018
5,5000,4,1,0,0,18,350000,12.765688433465597
9,60000,1,1,0,0,18,475000,13.071070083016778
4,1500,1,1,1,0,1,4700000,15.363073066680286
6,50000,1,1,0,0,18,500000,13.122363377404328
10,120000,1,1,0,0,3,250000,12.429216196844383
19,120000,1,1,0,1,10,100000,11.512925464970229
5,5000,4,1,0,0,18,350000,12.765688433465597
10,47000,1,1,1,0,2,4000000,15.201804919084164
7,20000,4,1,1,0,26,1900000,14.457364444136669
19,120000,4,1,0,1,10,95000,11.461632170582678
9,58000,1,1,0,0,10,409999,12.923909999653127
6,35000,1,1,0,0,17,1050000,13.864300722133706
7,30000,4,1,0,0,18,320000,12.676076274775909
5,10000,1,1,0,0,17,1000000,13.815510557964274
7,25000,1,1,0,0,26,1770000,14.386490104550012
6,20000,1,1,0,0,17,950000,13.764217263576723
6,50000,1,1,0,0,18,750000,13.527828485512494
10,42000,4,1,0,0,10,220000,12.301382825334498
7,50000,1,1,0,0,25,1000000,13.815510557964274
7,116000,1,1,0,0,9,660000,13.399995114002609
9,100000,1,1,0,0,18,716000,13.481435445942783
9,66000,4,1,0,0,18,675000,13.422467969854667
14,110000,1,1,0,2,17,385000,12.86099861326992
10,70000,1,1,0,0,6,325000,12.691580461311874
9,60000,1,1,0,0,10,950000,13.764217263576723
17,110000,1,1,1,3,8,400000,12.89921982609012
10,25000,1,1,0,0,25,250000,12.429216196844383
6,68000,4,1,1,0,15,4000000,15.201804919084164
10,20000,4,1,0,0,18,210000,12.254862809699606
13,110000,4,1,0,1,10,147000,11.898187865760873
6,26350,1,1,0,0,18,725000,13.493926933836812
12,90000,1,1,0,0,17,550000,13.217673557208654
8,25000,4,1,0,0,10,475000,13.071070083016778
10,50000,4,1,0,1,10,250000,12.429216196844383
18,60000,4,1,0,1,25,70000,11.156250521031495
12,70000,4,1,0,2,10,160000,11.982929094215963
13,90000,1,1,1,1,8,1000000,13.815510557964274
23,70000,4,1,0,0,10,68000,11.127262984158243
7,26500,4,1,0,0,10,500000,13.122363377404328
4,10000,1,1,0,0,10,1050000,13.864300722133706
7,50000,1,1,0,0,10,900000,13.710150042306449
17,52000,4,1,0,1,18,100000,11.512925464970229
11,90000,1,1,0,0,10,300000,12.611537753638338
13,60000,1,1,0,1,25,140000,11.84939770159144
6,35000,4,1,0,0,8,550000,13.217673557208654
12,71042,1,0,0,0,17,650000,13.38472764187182
12,167870,1,0,0,1,20,1025000,13.840203170554645
13,133564,1,0,0,0,8,195000,12.180754837545884
11,40000,1,0,1,0,2,1490000,14.214286677921642
6,23038,4,2,1,0,9,1140000,13.946538820370678
13,70000,1,1,0,0,3,95000,11.461632170582678
7,30000,1,1,1,0,2,3050000,14.930652148583594
7,43608,4,2,0,0,18,585000,13.279367126213993
6,11212,4,2,1,0,18,825000,13.623138665316818
11,52000,1,0,0,0,10,280000,12.542544882151386
8,49217,4,2,0,0,18,725000,13.493926933836812
9,90000,1,1,0,0,17,300000,12.611537753638338
9,70000,4,1,0,0,10,375000,12.834681304952548
21,90000,4,1,0,3,9,310000,12.644327576461329
13,190000,1,1,0,2,18,375000,12.834681304952548
8,106000,1,1,1,0,8,1950000,14.48333993053993
12,80000,1,1,0,1,25,400000,12.89921982609012
10,80000,1,1,0,1,21,550000,13.217673557208654
6,20000,4,1,0,0,18,270000,12.506177237980511
12,110000,1,1,0,1,18,555000,13.226723392728571
11,60000,1,1,0,1,8,500000,13.122363377404328
14,130000,1,1,1,1,24,400000,12.89921982609012
7,28838,4,1,0,0,10,280000,12.542544882151386
16,200000,4,1,0,0,25,80000,11.289781913656018
18,100000,1,1,0,0,25,55000,10.915088464214607
10,50000,4,1,0,0,18,250000,12.429216196844383
14,190000,1,1,0,3,17,250000,12.429216196844383
17,100000,1,1,0,1,17,95000,11.461632170582678
10,135000,1,1,0,1,17,725000,13.493926933836812
9,50000,1,1,0,2,17,320000,12.676076274775909
10,135000,1,1,1,2,24,1200000,13.997832114758229
12,50000,1,1,0,0,3,160000,11.982929094215963
6,19571,1,0,0,0,9,790000,13.579788224443204
6,29600,4,0,0,0,9,1200000,13.997832114758229
13,70000,4,1,0,0,18,175000,12.072541252905651
6,15000,1,1,1,0,18,950000,13.764217263576723
5,50000,4,1,0,0,18,340000,12.736700896592344
7,13500,1,1,0,0,23,825000,13.623138665316818
6,22000,4,1,1,0,1,3100000,14.946912669455374
6,25000,1,0,0,0,9,780000,13.567049198665774
14,80000,4,1,1,2,26,350000,12.765688433465597
6,39000,4,0,0,0,9,690000,13.444446876573442
8,60000,4,1,0,0,18,245000,12.409013489526863
6,49000,1,0,0,0,9,790000,13.579788224443204
6,48600,4,0,0,0,9,680000,13.42984807715229
7,20000,4,1,0,1,10,540000,13.199324418540456
8,25000,4,1,0,0,17,425000,12.959844447906553
16,120000,4,1,0,0,18,140000,11.84939770159144
5,30000,1,1,0,0,18,1100000,13.9108207377686
9,35000,1,1,0,0,23,715000,13.480037821676145
9,127643,1,0,1,0,1,1750000,14.375126345899696
6,54000,4,0,0,1,25,400000,12.89921982609012
10,102354,1,0,1,0,1,1750000,14.375126345899696
10,62237,4,0,1,0,1,1850000,14.430696197054507
19,90000,4,0,0,1,10,114999,11.652678711655406
6,21394,1,0,0,0,8,950000,13.764217263576723
9,32686,4,0,0,0,5,310000,12.644327576461329
18,1001,1,0,0,0,17,575000,13.262125319779487
7,22000,1,0,0,0,23,490000,13.102160670086809
7,53261,4,0,0,0,10,480000,13.081541382884074
8,53000,1,0,1,0,15,3500000,15.068273526459642
6,10000,4,0,0,0,23,370000,12.821258284620408
7,14000,1,0,0,0,18,835000,13.635187003832993
7,44000,4,0,0,0,27,650000,13.38472764187182
10,39895,1,0,0,0,26,670000,13.415032991367148
7,73000,1,0,1,0,3,950000,13.764217263576723
10,17000,4,0,0,0,9,690000,13.444446876573442
7,18591,4,0,0,0,27,670000,13.415032991367148
7,26766,1,0,0,0,25,925000,13.737549016494562
9,30000,4,1,0,0,10,250000,12.429216196844383
8,42000,1,1,0,0,25,509999,13.142164043914272
10,110000,1,1,0,0,9,520000,13.16158409055761
19,100000,1,1,0,0,25,100000,11.512925464970229
18,300000,1,1,0,1,25,85000,11.350406535472453
15,110000,1,1,0,2,25,130000,11.77528972943772
6,27620,1,0,0,0,8,950000,13.764217263576723
9,70000,4,1,0,0,8,450000,13.017002861746503
12,50000,4,1,0,1,9,320000,12.676076274775909
9,50000,1,1,0,0,18,480000,13.081541382884074
10,46000,1,1,1,0,19,2490000,14.727793268440891
12,82000,1,1,0,0,26,790000,13.579788224443204
8,120000,4,1,0,0,18,120000,11.695247021764184
18,80000,4,1,0,2,18,75000,11.225243392518447
14,70000,4,1,0,0,25,99000,11.502875129116727
6,20000,1,1,0,0,18,1015000,13.830399170458024
11,200000,1,1,0,1,17,250000,12.429216196844383
13,120000,1,1,0,0,26,520000,13.16158409055761
6,30000,1,1,1,0,10,1100000,13.9108207377686
19,223000,1,1,0,0,26,200000,12.206072645530174
8,60000,1,1,0,0,18,525000,13.17115354157376
8,40000,4,1,0,0,10,500000,13.122363377404328
8,161327,1,1,0,0,17,675000,13.422467969854667
15,60000,4,1,0,2,10,150000,11.918390573078392
17,50000,1,1,0,0,17,250000,12.429216196844383
6,6000,4,1,0,0,10,450000,13.017002861746503
15,68000,4,1,0,1,10,150000,11.918390573078392
12,85000,1,1,0,0,3,200000,12.206072645530174
13,70000,1,1,1,0,17,525000,13.17115354157376
25,35000,4,1,0,1,18,60000,11.002099841204238
14,100000,1,1,0,1,18,180000,12.100712129872347
9,110000,1,1,0,0,9,475000,13.071070083016778
14,195000,1,1,1,1,17,380000,12.84792653170257
9,46000,4,1,0,1,18,285000,12.560244459250788
16,60000,4,1,0,1,18,91200,11.420810176062423
9,42000,1,1,0,0,10,400000,12.89921982609012
18,90000,4,1,1,1,10,160000,11.982929094215963
12,85000,1,1,0,1,24,650000,13.38472764187182
12,120000,1,1,0,2,10,409999,12.923909999653127
11,72000,1,1,0,0,8,425000,12.959844447906553
11,71000,0,1,0,1,18,250000,12.429216196844383
15,110000,4,1,0,3,18,200000,12.206072645530174
14,144000,1,1,0,3,27,130000,11.77528972943772
7,30000,4,0,0,0,18,260000,12.468436909997665
17,65000,4,0,0,0,10,155000,11.951180395901384
9,38000,1,1,0,0,9,450000,13.017002861746503
12,90000,4,1,0,1,18,220000,12.301382825334498
6,37000,1,0,0,0,10,650000,13.38472764187182
6,30000,4,0,0,0,18,285000,12.560244459250788
6,26000,4,0,1,0,9,725000,13.493926933836812
8,30000,4,0,0,0,18,625000,13.345506928718539
8,23000,4,0,0,0,10,550000,13.217673557208654
12,40000,4,0,0,0,10,240000,12.388394202324129
10,27000,1,0,0,0,21,600000,13.304684934198283
12,65000,1,0,0,0,25,350000,12.765688433465597
9,32000,4,0,0,0,10,245000,12.409013489526863
8,56000,1,0,0,0,17,600000,13.304684934198283
7,30000,1,1,1,0,2,2400000,14.690979295318174
10,80000,1,0,0,0,17,620000,13.337474757021274
10,52000,4,0,0,1,18,395000,12.886641043883259
10,13250,4,0,0,0,18,635000,13.36138027787483
13,36000,4,0,0,0,18,180000,12.100712129872347
9,73000,1,0,0,1,18,484999,13.091902108061824
20,60000,4,1,0,0,18,110000,11.608235644774552
18,60000,4,1,0,1,18,150000,11.918390573078392
12,110000,1,1,0,0,3,400000,12.89921982609012
12,70000,1,1,0,1,25,200000,12.206072645530174
11,60000,1,1,0,1,23,302000,12.618182296357007
13,90000,1,1,0,3,18,215000,12.2783933071098
20,80000,4,1,0,1,18,155000,11.951180395901384
10,101000,1,1,0,1,26,1000000,13.815510557964274
6,44000,1,1,0,0,17,550000,13.217673557208654
18,45000,4,1,0,0,18,200000,12.206072645530174
7,120000,1,1,0,0,17,750000,13.527828485512494
19,90000,4,1,0,1,18,90000,11.407564949312402
17,120000,4,1,0,1,18,80000,11.289781913656018
11,13500,4,1,0,0,10,229999,12.345830240069793
7,10000,4,1,0,0,23,350000,12.765688433465597
9,25000,4,1,0,2,10,325000,12.691580461311874
6,8500,4,1,0,0,25,450000,13.017002861746503
12,120000,1,1,0,0,18,250000,12.429216196844383
12,120000,1,1,0,0,27,225000,12.323855681186558
15,90246,4,1,0,2,18,150000,11.918390573078392
16,90000,4,1,0,1,18,110000,11.608235644774552
14,40000,4,1,0,1,18,150000,11.918390573078392
24,60000,4,1,0,3,18,165000,12.013700752882718
7,32000,1,1,0,1,23,610000,13.321214236149494
11,60400,1,1,0,0,25,170000,12.043553716032399
16,70950,1,1,0,1,10,150000,11.918390573078392
9,72000,1,1,0,0,10,375000,12.834681304952548
11,90000,1,1,0,0,18,390000,12.873902018105829
7,10000,4,1,0,0,10,600000,13.304684934198283
10,25000,4,1,0,1,18,204999,12.230760380059866
15,80000,1,1,0,1,10,270000,12.506177237980511
7,10000,4,1,0,0,10,375000,12.834681304952548
4,1100,4,1,0,0,18,700000,13.458835614025542
7,40000,4,1,0,0,18,455000,13.028052697933088
7,10000,4,1,0,0,10,375000,12.834681304952548
10,31491,4,1,0,0,10,341000,12.739637756265655
10,107143,1,1,0,1,18,200000,12.206072645530174
7,15000,4,1,1,0,18,450000,13.017002861746503
12,50000,4,1,0,1,10,170000,12.043553716032399
7,100000,1,1,0,0,26,1900000,14.457364444136669
8,60000,1,1,0,0,17,500000,13.122363377404328
8,85000,1,1,0,0,18,819999,13.617058399727497
10,40000,4,1,0,1,18,351000,12.768541502448002
13,80000,4,1,0,1,10,195000,12.180754837545884
16,82000,1,1,0,1,18,250000,12.429216196844383
